 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |   spec. type    |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |         |         |         |         |         |                 |    |    
2208|    434.75|    75|2009A&A...496..453G|S              |2MASS J18185964-1341115            |Y*O|18 18 59.6571909048 -13 41 11.544377532|     ~   |21.387   |19.434   |     ~   |17.006   |~                |   2|   0
2209|    434.75|   100|2013ApJS..209...32B|B              |2MASS J18185964-1341115            |Y*O|18 18 59.6571909048 -13 41 11.544377532|     ~   |21.387   |19.434   |     ~   |17.006   |~                |   2|   0
2210|    432.25|    75|2009A&A...496..453G|S              |Cl* NGC 6611 GMD 518               |*  |18 18 58.144 -13 41 02.84              |     ~   |     ~   |23.380   |     ~   |19.547   |~                |   1|   0
2211|    442.32|    75|2009A&A...496..453G|S              |2MASS J18185707-1340445            |Y*O|18 18 57.0658272816 -13 40 44.567175828|23.009   |     ~   |22.789   |     ~   |19.049   |~                |   3|   0
2212|    442.32|   100|2013ApJS..209...32B|B              |2MASS J18185707-1340445            |Y*O|18 18 57.0658272816 -13 40 44.567175828|23.009   |     ~   |22.789   |     ~   |19.049   |~                |   3|   0
2213|    442.32|   100|2013MNRAS.434..806B|B              |2MASS J18185707-1340445            |Y*O|18 18 57.0658272816 -13 40 44.567175828|23.009   |     ~   |22.789   |     ~   |19.049   |~                |   3|   0
2214|    439.42|    25|2009A&A...496..453G|S              |Cl* NGC 6611 GMD 520               |*  |18 18 54.7001391696 -13 40 34.542439860|     ~   |21.331   |19.625   |     ~   |17.591   |~                |   2|   0
2215|    439.42|   100|2013MNRAS.434..806B|B              |Cl* NGC 6611 GMD 520               |*  |18 18 54.7001391696 -13 40 34.542439860|     ~   |21.331   |19.625   |     ~   |17.591   |~                |   2|   0
2216|    369.59|    75|2009A&A...496..453G|S              |Cl* NGC 6611 GMD 521               |Y*O|18 19 09.2116682880 -13 45 35.412997356|     ~   |20.083   |18.164   |     ~   |15.777   |~                |   3|   0
2217|    369.59|   100|2013ApJS..209...32B|B              |Cl* NGC 6611 GMD 521               |Y*O|18 19 09.2116682880 -13 45 35.412997356|     ~   |20.083   |18.164   |     ~   |15.777   |~                |   3|   0
2218|    437.05|    25|2009A&A...496..453G|S              |Cl* NGC 6611 GMD 522               |Y*O|18 19 11.2304295192 -13 43 56.023878216|     ~   |17.792   |16.471   |     ~   |15.013   |~                |   3|   0
2219|    437.05|   100|2013ApJS..209...32B|B              |Cl* NGC 6611 GMD 522               |Y*O|18 19 11.2304295192 -13 43 56.023878216|     ~   |17.792   |16.471   |     ~   |15.013   |~                |   3|   0
2220|    437.05|   100|2013MNRAS.434..806B|B              |Cl* NGC 6611 GMD 522               |Y*O|18 19 11.2304295192 -13 43 56.023878216|     ~   |17.792   |16.471   |     ~   |15.013   |~                |   3|   0
2221|    308.35|    75|2009A&A...496..453G|S              |Cl* NGC 6611 GMD 523               |Y*O|18 19 04.6520383440 -13 45 32.409798876|     ~   |22.875   |20.318   |     ~   |17.425   |~                |   4|   0
2222|    308.35|   100|2013ApJS..209...32B|B              |Cl* NGC 6611 GMD 523               |Y*O|18 19 04.6520383440 -13 45 32.409798876|     ~   |22.875   |20.318   |     ~   |17.425   |~                |   4|   0
2223|    308.35|   100|2013MNRAS.434..806B|B              |Cl* NGC 6611 GMD 523               |Y*O|18 19 04.6520383440 -13 45 32.409798876|     ~   |22.875   |20.318   |     ~   |17.425   |~                |   4|   0
2224|    437.00|    75|2009A&A...496..453G|S              |Cl* NGC 6611 GMD 526               |*  |18 19 11.184 -13 43 54.93              |     ~   |     ~   |22.290   |     ~   |18.754   |~                |   1|   0
2225|    354.55|    75|2009A&A...496..453G|S              |Cl* NGC 6611 GMD 527               |Y*O|18 19 07.325 -13 45 06.09              |     ~   |22.275   |20.180   |     ~   |17.440   |~                |   2|   0
2226|    354.55|   100|2013ApJS..209...32B|B              |Cl* NGC 6611 GMD 527               |Y*O|18 19 07.325 -13 45 06.09              |     ~   |22.275   |20.180   |     ~   |17.440   |~                |   2|   0
2227|    346.60|    75|2009A&A...496..453G|S              |Cl* NGC 6611 GMD 528               |*  |18 18 54.888 -13 42 15.17              |     ~   |     ~   |23.255   |     ~   |19.888   |~                |   1|   0
2228|    405.00|    75|2009A&A...496..453G|S              |Cl* NGC 6611 GMD 531               |Y*O|18 18 58.950 -13 41 39.89              |     ~   |     ~   |20.676   |     ~   |17.256   |~                |   2|   0
2229|    405.00|   100|2013ApJS..209...32B|B              |Cl* NGC 6611 GMD 531               |Y*O|18 18 58.950 -13 41 39.89              |     ~   |     ~   |20.676   |     ~   |17.256   |~                |   2|   0
2230|    157.16|    75|2009A&A...496..453G|S              |Cl* NGC 6611 GMD 533               |Y*O|18 18 50.285 -13 45 13.22              |     ~   |23.234   |22.161   |     ~   |19.125   |~                |   3|   0
2231|    157.16|   100|2013ApJS..209...32B|B              |Cl* NGC 6611 GMD 533               |Y*O|18 18 50.285 -13 45 13.22              |     ~   |23.234   |22.161   |     ~   |19.125   |~                |   3|   0
2232|    157.16|   100|2013MNRAS.434..806B|B              |Cl* NGC 6611 GMD 533               |Y*O|18 18 50.285 -13 45 13.22              |     ~   |23.234   |22.161   |     ~   |19.125   |~                |   3|   0
2233|    222.04|    75|2009A&A...496..453G|S              |2MASS J18185246-1344166            |Y*O|18 18 52.4694690672 -13 44 16.684851192|     ~   |24.333   |21.669   |     ~   |17.970   |~                |   3|   0
2234|    222.04|   100|2013ApJS..209...32B|B              |2MASS J18185246-1344166            |Y*O|18 18 52.4694690672 -13 44 16.684851192|     ~   |24.333   |21.669   |     ~   |17.970   |~                |   3|   0
2235|    222.04|   100|2013MNRAS.434..806B|B              |2MASS J18185246-1344166            |Y*O|18 18 52.4694690672 -13 44 16.684851192|     ~   |24.333   |21.669   |     ~   |17.970   |~                |   3|   0
2236|    506.05|    75|2009A&A...496..453G|S              |Cl* NGC 6611 GMD 536               |Y*O|18 19 15.9889366200 -13 43 39.212469156|21.624   |20.384   |18.430   |     ~   |16.049   |~                |   6|   0
2237|    506.05|    90|2020A&A...633A..99C|B              |Cl* NGC 6611 GMD 536               |Y*O|18 19 15.9889366200 -13 43 39.212469156|21.624   |20.384   |18.430   |     ~   |16.049   |~                |   6|   0
2238|    506.05|    90|2020A&A...640A...1C|B              |Cl* NGC 6611 GMD 536               |Y*O|18 19 15.9889366200 -13 43 39.212469156|21.624   |20.384   |18.430   |     ~   |16.049   |~                |   6|   0
2239|    506.05|   100|2013ApJS..209...32B|B              |Cl* NGC 6611 GMD 536               |Y*O|18 19 15.9889366200 -13 43 39.212469156|21.624   |20.384   |18.430   |     ~   |16.049   |~                |   6|   0
2240|    506.05|   100|2013MNRAS.434..806B|B              |Cl* NGC 6611 GMD 536               |Y*O|18 19 15.9889366200 -13 43 39.212469156|21.624   |20.384   |18.430   |     ~   |16.049   |~                |   6|   0
2241|    487.16|    75|2009A&A...496..453G|S              |2MASS J18191658-1344462            |Y*O|18 19 16.582 -13 44 46.20              |22.348   |20.972   |18.805   |     ~   |16.185   |~                |   3|   0
2242|    487.16|   100|2013ApJS..209...32B|B              |2MASS J18191658-1344462            |Y*O|18 19 16.582 -13 44 46.20              |22.348   |20.972   |18.805   |     ~   |16.185   |~                |   3|   0
2243|    487.16|   100|2013MNRAS.434..806B|B              |2MASS J18191658-1344462            |Y*O|18 19 16.582 -13 44 46.20              |22.348   |20.972   |18.805   |     ~   |16.185   |~                |   3|   0
2244|    433.51|    75|2009A&A...496..453G|S              |2MASS J18190188-1341330            |Y*O|18 19 01.8835373280 -13 41 33.049911840|     ~   |23.120   |20.963   |     ~   |17.673   |~                |   3|   0
2245|    433.51|   100|2013ApJS..209...32B|B              |2MASS J18190188-1341330            |Y*O|18 19 01.8835373280 -13 41 33.049911840|     ~   |23.120   |20.963   |     ~   |17.673   |~                |   3|   0
2246|    433.51|   100|2013MNRAS.434..806B|B              |2MASS J18190188-1341330            |Y*O|18 19 01.8835373280 -13 41 33.049911840|     ~   |23.120   |20.963   |     ~   |17.673   |~                |   3|   0
2247|    174.35|    75|2009A&A...496..453G|S              |2MASS J18185092-1344587            |Y*O|18 18 50.929 -13 44 58.77              |     ~   |23.514   |20.675   |     ~   |17.665   |~                |   3|   0
2248|    174.35|   100|2013ApJS..209...32B|B              |2MASS J18185092-1344587            |Y*O|18 18 50.929 -13 44 58.77              |     ~   |23.514   |20.675   |     ~   |17.665   |~                |   3|   0
2249|    174.35|   100|2013MNRAS.434..806B|B              |2MASS J18185092-1344587            |Y*O|18 18 50.929 -13 44 58.77              |     ~   |23.514   |20.675   |     ~   |17.665   |~                |   3|   0
2250|    418.05|    75|2009A&A...496..453G|S              |2MASS J18190215-1341547            |Y*O|18 19 02.150 -13 41 54.76              |22.603   |21.321   |19.013   |     ~   |16.215   |~                |   3|   0
2251|    418.05|   100|2013ApJS..209...32B|B              |2MASS J18190215-1341547            |Y*O|18 19 02.150 -13 41 54.76              |22.603   |21.321   |19.013   |     ~   |16.215   |~                |   3|   0
2252|    418.05|   100|2013MNRAS.434..806B|B              |2MASS J18190215-1341547            |Y*O|18 19 02.150 -13 41 54.76              |22.603   |21.321   |19.013   |     ~   |16.215   |~                |   3|   0
2253|    343.13|    75|2009A&A...496..453G|S              |Cl* NGC 6611 GMD 541               |Y*O|18 19 05.725 -13 44 44.99              |     ~   |21.408   |19.272   |     ~   |16.614   |~                |   3|   0
2254|    343.13|   100|2013ApJS..209...32B|B              |Cl* NGC 6611 GMD 541               |Y*O|18 19 05.725 -13 44 44.99              |     ~   |21.408   |19.272   |     ~   |16.614   |~                |   3|   0
2255|    161.37|    75|2009A&A...496..453G|S              |2MASS J18184941-1345024            |Y*O|18 18 49.4123789064 -13 45 02.436371352|22.327   |     ~   |     ~   |     ~   |     ~   |~                |   4|   0
2256|    161.37|   100|2013ApJS..209...32B|B              |2MASS J18184941-1345024            |Y*O|18 18 49.4123789064 -13 45 02.436371352|22.327   |     ~   |     ~   |     ~   |     ~   |~                |   4|   0
