 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |   spec. type    |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |         |         |         |         |         |                 |    |    
4537|    596.39|   100|2020A&A...640A...1C|B              |Gaia DR3 4146595078079769088       |*  |18 19 13.1743547448 -13 54 45.647428500|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4538|    639.44|    86|2022A&A...664A..66M|B              |2MASS J18192791-1349532            |Y*O|18 19 27.9213300408 -13 49 53.274727272|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   5|   0
4539|    639.44|   100|2013ApJS..209...32B|B              |2MASS J18192791-1349532            |Y*O|18 19 27.9213300408 -13 49 53.274727272|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   5|   0
4540|    639.44|   100|2018A&A...618A..93C|B              |2MASS J18192791-1349532            |Y*O|18 19 27.9213300408 -13 49 53.274727272|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   5|   0
4541|    639.44|   100|2020A&A...633A..99C|B              |2MASS J18192791-1349532            |Y*O|18 19 27.9213300408 -13 49 53.274727272|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   5|   0
4542|    639.44|   100|2020A&A...640A...1C|B              |2MASS J18192791-1349532            |Y*O|18 19 27.9213300408 -13 49 53.274727272|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   5|   0
4543|    433.23|    88|2022A&A...664A..66M|B              |Gaia DR3 4146613907216647040       |Y*?|18 18 28.2717424104 -13 41 34.239466680|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   4|   0
4544|    433.23|   100|2018A&A...618A..93C|B              |Gaia DR3 4146613907216647040       |Y*?|18 18 28.2717424104 -13 41 34.239466680|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   4|   0
4545|    433.23|   100|2020A&A...633A..99C|B              |Gaia DR3 4146613907216647040       |Y*?|18 18 28.2717424104 -13 41 34.239466680|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   4|   0
4546|    433.23|   100|2020A&A...640A...1C|B              |Gaia DR3 4146613907216647040       |Y*?|18 18 28.2717424104 -13 41 34.239466680|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   4|   0
4547|    577.44|    99|2022A&A...664A..66M|B              |Gaia DR3 4146611605109426432       |Y*O|18 18 05.5290316608 -13 47 03.104901204|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   5|   0
4548|    577.44|   100|2018A&A...618A..93C|B              |Gaia DR3 4146611605109426432       |Y*O|18 18 05.5290316608 -13 47 03.104901204|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   5|   0
4549|    577.44|   100|2020A&A...633A..99C|B              |Gaia DR3 4146611605109426432       |Y*O|18 18 05.5290316608 -13 47 03.104901204|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   5|   0
4550|    577.44|   100|2020A&A...640A...1C|B              |Gaia DR3 4146611605109426432       |Y*O|18 18 05.5290316608 -13 47 03.104901204|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   5|   0
4551|    626.30|    77|2022A&A...664A..66M|B              |2MASS J18192713-1349437            |Y*O|18 19 27.1410009672 -13 49 43.850319600|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   4|   0
4552|    626.30|    90|2020A&A...633A..99C|B              |2MASS J18192713-1349437            |Y*O|18 19 27.1410009672 -13 49 43.850319600|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   4|   0
4553|    626.30|    90|2020A&A...640A...1C|B              |2MASS J18192713-1349437            |Y*O|18 19 27.1410009672 -13 49 43.850319600|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   4|   0
4554|    472.63|     0|2023MNRAS.520.5487M|B              |ATO J274.6362-13.9133              |EB*|18 18 32.6927612331 -13 54 47.803092343|     ~   |18.102   |16.813   |     ~   |15.444   |~                |   2|   0
4555|    488.26|    70|2020A&A...633A..99C|B              |Cl* NGC 6611 GMD 607               |Y*O|18 18 34.7023826157 -13 39 47.133855614|     ~   |18.254   |16.158   |     ~   |13.320   |~                |   4|   0
4556|    488.26|    70|2020A&A...640A...1C|B              |Cl* NGC 6611 GMD 607               |Y*O|18 18 34.7023826157 -13 39 47.133855614|     ~   |18.254   |16.158   |     ~   |13.320   |~                |   4|   0
4557|    488.26|    75|2009A&A...496..453G|S              |Cl* NGC 6611 GMD 607               |Y*O|18 18 34.7023826157 -13 39 47.133855614|     ~   |18.254   |16.158   |     ~   |13.320   |~                |   4|   0
4558|    488.26|   100|2013ApJS..209...32B|B              |Cl* NGC 6611 GMD 607               |Y*O|18 18 34.7023826157 -13 39 47.133855614|     ~   |18.254   |16.158   |     ~   |13.320   |~                |   4|   0
4559|    381.61|    90|2020A&A...633A..99C|B              |Gaia DR3 4146596211951189248       |*  |18 19 05.6929976935 -13 51 27.492336541|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4560|    381.61|    90|2020A&A...640A...1C|B              |Gaia DR3 4146596211951189248       |*  |18 19 05.6929976935 -13 51 27.492336541|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4561|    398.69|    70|2020A&A...633A..99C|B              |Gaia DR3 4146596207654053760       |*  |18 19 06.0856741964 -13 51 47.529146291|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4562|    398.69|    70|2020A&A...640A...1C|B              |Gaia DR3 4146596207654053760       |*  |18 19 06.0856741964 -13 51 47.529146291|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4563|    451.99|    70|2020A&A...633A..99C|B              |Gaia DR3 4146594214789004928       |*  |18 18 49.2424493024 -13 54 59.182315434|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4564|    451.99|    70|2020A&A...640A...1C|B              |Gaia DR3 4146594214789004928       |*  |18 18 49.2424493024 -13 54 59.182315434|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4565|    525.30|    60|2020A&A...633A..99C|B              |Gaia DR3 4146596551251315712       |*  |18 19 19.6046622282 -13 50 04.918281450|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4566|    663.08|    70|2020A&A...633A..99C|B              |Gaia DR3 4146594867623592704       |*  |18 19 18.9232503117 -13 54 55.404938457|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4567|    663.08|    70|2020A&A...640A...1C|B              |Gaia DR3 4146594867623592704       |*  |18 19 18.9232503117 -13 54 55.404938457|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4568|    638.14|    60|2020A&A...633A..99C|B              |Gaia DR3 4146593085214949120       |*  |18 18 57.7046582497 -13 57 42.462411792|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4569|    698.97|    50|2020A&A...633A..99C|B              |Gaia DR3 4146591740887614464       |*  |18 18 11.6558959086 -13 55 52.255248614|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4570|    750.24|    90|2020A&A...633A..99C|B              |Gaia DR3 4146592707252658944       |*  |18 19 00.1036125307 -13 59 29.015414597|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4571|    750.24|    90|2020A&A...640A...1C|B              |Gaia DR3 4146592707252658944       |*  |18 19 00.1036125307 -13 59 29.015414597|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4572|    580.88|    70|2020A&A...633A..99C|B              |Gaia DR3 4146593119574698112       |*  |18 18 57.3306679412 -13 56 44.191854047|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4573|    580.88|    70|2020A&A...640A...1C|B              |Gaia DR3 4146593119574698112       |*  |18 18 57.3306679412 -13 56 44.191854047|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4574|    468.21|    70|2020A&A...633A..99C|B              |Gaia DR3 4146597032291492096       |*  |18 18 40.5470843901 -13 55 14.652629432|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4575|    468.21|    70|2020A&A...640A...1C|B              |Gaia DR3 4146597032291492096       |*  |18 18 40.5470843901 -13 55 14.652629432|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4576|    336.32|    60|2020A&A...633A..99C|B              |Gaia DR3 4146594764549980032       |*  |18 18 57.0599272142 -13 52 19.070778092|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4577|    702.40|    50|2020A&A...633A..99C|B              |Gaia DR3 4146594798904111744       |*  |18 19 20.1773656472 -13 55 33.598015041|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4578|    643.98|    60|2020A&A...633A..99C|B              |Gaia DR3 4146592054422916608       |Y*O|18 18 17.1492593125 -13 55 49.984965375|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4579|    643.98|    99|2022A&A...664A..66M|B              |Gaia DR3 4146592054422916608       |Y*O|18 18 17.1492593125 -13 55 49.984965375|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4580|    730.09|    50|2020A&A...633A..99C|B              |Gaia DR3 4146590813178771968       |*  |18 18 18.1167510788 -13 57 46.350022154|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4581|    730.09|    50|2021A&A...647A..19T|B              |Gaia DR3 4146590813178771968       |*  |18 18 18.1167510788 -13 57 46.350022154|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4582|    649.83|    70|2020A&A...633A..99C|B              |Gaia DR3 4146593424514570624       |Y*?|18 19 04.2738480347 -13 57 18.118221814|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4583|    649.83|    70|2020A&A...640A...1C|B              |Gaia DR3 4146593424514570624       |Y*?|18 19 04.2738480347 -13 57 18.118221814|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4584|    649.83|    81|2022A&A...664A..66M|B              |Gaia DR3 4146593424514570624       |Y*?|18 19 04.2738480347 -13 57 18.118221814|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4585|    544.64|    50|2020A&A...633A..99C|B              |Gaia DR3 4146596654330430592       |*  |18 19 21.6495621952 -13 49 27.374066875|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4586|    437.94|    70|2020A&A...633A..99C|B              |Gaia DR3 4146594524030642432       |*  |18 18 52.2094597819 -13 54 36.795047497|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4587|    437.94|    70|2020A&A...640A...1C|B              |Gaia DR3 4146594524030642432       |*  |18 18 52.2094597819 -13 54 36.795047497|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4588|    365.30|    70|2020A&A...633A..99C|B              |Gaia DR3 4146596246310930816       |*  |18 19 02.4156719679 -13 51 55.737912033|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4589|    365.30|    70|2020A&A...640A...1C|B              |Gaia DR3 4146596246310930816       |*  |18 19 02.4156719679 -13 51 55.737912033|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4590|    745.14|    70|2020A&A...633A..99C|B              |Gaia DR3 4146594975000526208       |*  |18 19 28.9986102123 -13 53 54.399069171|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4591|    745.14|    70|2020A&A...640A...1C|B              |Gaia DR3 4146594975000526208       |*  |18 19 28.9986102123 -13 53 54.399069171|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4592|    632.68|    70|2020A&A...633A..99C|B              |Gaia DR3 4146591053692832640       |*  |18 18 26.2689919031 -13 57 01.216813054|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4593|    632.68|    70|2020A&A...640A...1C|B              |Gaia DR3 4146591053692832640       |*  |18 18 26.2689919031 -13 57 01.216813054|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4594|    618.70|    90|2020A&A...633A..99C|B              |Gaia DR3 4146588098755322112       |*  |18 18 40.4932701816 -13 57 46.223194252|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4595|    618.70|    90|2020A&A...640A...1C|B              |Gaia DR3 4146588098755322112       |*  |18 18 40.4932701816 -13 57 46.223194252|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4596|    484.44|    90|2020A&A...633A..99C|B              |Gaia DR3 4146596933500667648       |*  |18 19 18.3415187406 -13 47 53.106148991|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4597|    484.44|    90|2020A&A...640A...1C|B              |Gaia DR3 4146596933500667648       |*  |18 19 18.3415187406 -13 47 53.106148991|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4598|    586.94|    80|2020A&A...633A..99C|B              |Gaia DR3 4146591156776194304       |*  |18 18 29.5207487552 -13 56 32.400298369|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4599|    586.94|    80|2020A&A...640A...1C|B              |Gaia DR3 4146591156776194304       |*  |18 18 29.5207487552 -13 56 32.400298369|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4600|    217.70|    70|2020A&A...633A..99C|B              |Gaia DR3 4146597960005587456       |*  |18 18 47.3035796106 -13 51 06.565887524|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4601|    217.70|    70|2020A&A...640A...1C|B              |Gaia DR3 4146597960005587456       |*  |18 18 47.3035796106 -13 51 06.565887524|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4602|    492.67|    70|2020A&A...633A..99C|B              |Gaia DR3 4146594322165564288       |Y*O|18 18 55.0073141736 -13 55 22.357167361|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4603|    492.67|    70|2020A&A...640A...1C|B              |Gaia DR3 4146594322165564288       |Y*O|18 18 55.0073141736 -13 55 22.357167361|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4604|    492.67|    97|2022A&A...664A..66M|B              |Gaia DR3 4146594322165564288       |Y*O|18 18 55.0073141736 -13 55 22.357167361|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4605|    651.50|    70|2020A&A...633A..99C|B              |Gaia DR3 4146593360092839168       |*  |18 19 12.2318124874 -13 56 09.434127734|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4606|    651.50|    70|2020A&A...640A...1C|B              |Gaia DR3 4146593360092839168       |*  |18 19 12.2318124874 -13 56 09.434127734|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4607|    464.99|    90|2020A&A...633A..99C|B              |Gaia DR3 4146597345822613888       |*  |18 18 29.1871647350 -13 54 14.153813279|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4608|    464.99|    90|2020A&A...640A...1C|B              |Gaia DR3 4146597345822613888       |*  |18 18 29.1871647350 -13 54 14.153813279|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4609|    506.63|    50|2020A&A...633A..99C|B              |Gaia DR3 4146596035860380032       |*  |18 19 13.8075665956 -13 52 17.717397947|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4610|    261.92|    90|2020A&A...633A..99C|B              |Gaia DR3 4146597856926362240       |*  |18 18 45.7364255434 -13 51 52.968128391|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4611|    261.92|    90|2020A&A...640A...1C|B              |Gaia DR3 4146597856926362240       |*  |18 18 45.7364255434 -13 51 52.968128391|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4612|    549.78|    80|2020A&A...633A..99C|B              |Gaia DR3 4146593905551123200       |*  |18 18 49.8910072300 -13 56 36.567844383|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4613|    549.78|    80|2020A&A...640A...1C|B              |Gaia DR3 4146593905551123200       |*  |18 18 49.8910072300 -13 56 36.567844383|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4614|    522.38|    70|2020A&A...633A..99C|B              |Gaia DR3 4146596521188810880       |*  |18 19 18.2578558741 -13 50 50.947951585|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4615|    522.38|    70|2020A&A...640A...1C|B              |Gaia DR3 4146596521188810880       |*  |18 19 18.2578558741 -13 50 50.947951585|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4616|    572.83|    80|2020A&A...633A..99C|B              |Gaia DR3 4146592084489100928       |*  |18 18 20.5821601557 -13 54 58.891966196|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4617|    572.83|    80|2020A&A...640A...1C|B              |Gaia DR3 4146592084489100928       |*  |18 18 20.5821601557 -13 54 58.891966196|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4618|    557.53|    70|2020A&A...633A..99C|B              |Gaia DR3 4146593531891553792       |*  |18 19 04.8077416347 -13 55 29.352537204|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4619|    557.53|    70|2020A&A...640A...1C|B              |Gaia DR3 4146593531891553792       |*  |18 19 04.8077416347 -13 55 29.352537204|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4620|    639.09|    80|2020A&A...633A..99C|B              |Gaia DR3 4146594867623590912       |*  |18 19 15.7862461825 -13 55 08.333492582|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4621|    639.09|    80|2020A&A...640A...1C|B              |Gaia DR3 4146594867623590912       |*  |18 19 15.7862461825 -13 55 08.333492582|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4622|    127.18|    60|2020A&A...633A..99C|B              |Gaia DR3 4146612395388090880       |*  |18 18 37.3398759585 -13 46 33.515542373|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4623|    435.34|    90|2020A&A...633A..99C|B              |Gaia DR3 4146600197680876032       |*  |18 19 14.2971028318 -13 45 57.166581657|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4624|    435.34|    90|2020A&A...640A...1C|B              |Gaia DR3 4146600197680876032       |*  |18 19 14.2971028318 -13 45 57.166581657|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4625|    133.35|    80|2020A&A...633A..99C|B              |Gaia DR3 4146600811865004800       |*  |18 18 47.5379975493 -13 45 22.587150663|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4626|    133.35|    80|2020A&A...640A...1C|B              |Gaia DR3 4146600811865004800       |*  |18 18 47.5379975493 -13 45 22.587150663|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4627|    106.97|    60|2020A&A...633A..99C|B              |Gaia DR3 4146598892005935872       |*  |18 18 43.7853398089 -13 49 16.388592974|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4628|    122.37|    70|2020A&A...633A..99C|B              |Gaia DR3 4146598857651133696       |*  |18 18 39.6471653416 -13 49 04.040074730|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4629|    122.37|    70|2020A&A...640A...1C|B              |Gaia DR3 4146598857651133696       |*  |18 18 39.6471653416 -13 49 04.040074730|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4630|    140.87|    90|2020A&A...633A..99C|B              |Gaia DR3 4146600811858666240       |*  |18 18 47.3323473208 -13 45 14.062551394|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4631|    140.87|    90|2020A&A...640A...1C|B              |Gaia DR3 4146600811858666240       |*  |18 18 47.3323473208 -13 45 14.062551394|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4632|    227.87|    90|2020A&A...633A..99C|B              |Gaia DR3 4146612700334401024       |*  |18 18 35.2647605186 -13 44 34.258143483|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4633|    227.87|    90|2020A&A...640A...1C|B              |Gaia DR3 4146612700334401024       |*  |18 18 35.2647605186 -13 44 34.258143483|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4634|    565.60|    60|2020A&A...633A..99C|B              |Gaia DR3 4146617407612357248       |*  |18 18 25.6099463142 -13 39 22.239076290|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4635|    472.84|    80|2020A&A...633A..99C|B              |Gaia DR3 4146614353893244032       |*  |18 18 36.1755228922 -13 39 56.675681792|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4636|    472.84|    80|2020A&A...640A...1C|B              |Gaia DR3 4146614353893244032       |*  |18 18 36.1755228922 -13 39 56.675681792|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4637|    339.66|    90|2020A&A...633A..99C|B              |Gaia DR3 4146613185662628864       |*  |18 18 53.8326926583 -13 42 16.153368227|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4638|    339.66|    90|2020A&A...640A...1C|B              |Gaia DR3 4146613185662628864       |*  |18 18 53.8326926583 -13 42 16.153368227|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4639|    408.28|    80|2020A&A...633A..99C|B              |Gaia DR3 4146613902919017728       |*  |18 18 28.5810654722 -13 42 01.620945582|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4640|    408.28|    80|2020A&A...640A...1C|B              |Gaia DR3 4146613902919017728       |*  |18 18 28.5810654722 -13 42 01.620945582|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4641|    656.27|    70|2020A&A...633A..99C|B              |Gaia DR3 4146615552186457216       |*  |18 18 06.0276821882 -13 42 05.233998202|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4642|    656.27|    70|2020A&A...640A...1C|B              |Gaia DR3 4146615552186457216       |*  |18 18 06.0276821882 -13 42 05.233998202|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4643|    640.61|    80|2020A&A...633A..99C|B              |Gaia DR3 4146617205751575168       |*  |18 18 15.4988562382 -13 39 37.836147326|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4644|    640.61|    80|2020A&A...640A...1C|B              |Gaia DR3 4146617205751575168       |*  |18 18 15.4988562382 -13 39 37.836147326|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   3|   0
4645|    127.83|    80|2020A&A...633A..99C|B              |Gaia DR3 4146598853353533696       |*  |18 18 41.8775804693 -13 49 29.983916545|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4646|    127.83|    80|2020A&A...640A...1C|B              |Gaia DR3 4146598853353533696       |*  |18 18 41.8775804693 -13 49 29.983916545|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4647|    320.89|    60|2020A&A...633A..99C|B              |Gaia DR3 4146600983663765248       |*  |18 19 04.5802848123 -13 45 00.900559747|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4648|    506.39|    80|2020A&A...633A..99C|B              |Gaia DR3 4146614491332196736       |*  |18 18 40.1832370816 -13 39 09.942167040|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4649|    506.39|    80|2020A&A...640A...1C|B              |Gaia DR3 4146614491332196736       |*  |18 18 40.1832370816 -13 39 09.942167040|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4650|    249.93|    60|2020A&A...633A..99C|B              |2MASS J18190226-1347280            |Y*?|18 19 02.2753436019 -13 47 28.092184857|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4651|    171.28|    90|2020A&A...633A..99C|B              |Gaia DR3 4146612498462508288       |*  |18 18 36.8155833760 -13 45 29.959166177|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4652|    171.28|    90|2020A&A...640A...1C|B              |Gaia DR3 4146612498462508288       |*  |18 18 36.8155833760 -13 45 29.959166177|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4653|    169.73|    90|2020A&A...633A..99C|B              |Gaia DR3 4146610986638826624       |*  |18 18 34.1740639776 -13 46 33.045771594|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4654|    169.73|    90|2020A&A...640A...1C|B              |Gaia DR3 4146610986638826624       |*  |18 18 34.1740639776 -13 46 33.045771594|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4655|    216.20|    50|2020A&A...633A..99C|B              |Gaia DR3 4146599712353426816       |*  |18 18 59.9542322672 -13 47 24.435845726|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4656|    468.03|    50|2020A&A...633A..99C|B              |Gaia DR3 4146614280876161792       |*  |18 18 44.2368334991 -13 39 43.347641385|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4657|    236.95|    50|2020A&A...633A..99C|B              |Gaia DR3 4146612670266025472       |Y*?|18 18 32.7348508657 -13 44 57.622108878|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4658|    236.95|    84|2022A&A...664A..66M|B              |Gaia DR3 4146612670266025472       |Y*?|18 18 32.7348508657 -13 44 57.622108878|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4659|     52.05|    70|2020A&A...633A..99C|B              |Gaia DR3 4146600674426027392       |*  |18 18 43.5282947682 -13 46 44.594941809|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4660|     52.05|    70|2020A&A...640A...1C|B              |Gaia DR3 4146600674426027392       |*  |18 18 43.5282947682 -13 46 44.594941809|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4661|    372.42|    60|2020A&A...633A..99C|B              |Gaia DR3 4146613559321611264       |*  |18 18 24.0579377111 -13 44 00.170824635|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4662|    501.36|    90|2020A&A...633A..99C|B              |Gaia DR3 4146614456972463872       |*  |18 18 36.4597829596 -13 39 25.983092843|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4663|    501.36|    90|2020A&A...640A...1C|B              |Gaia DR3 4146614456972463872       |*  |18 18 36.4597829596 -13 39 25.983092843|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4664|    247.16|    80|2020A&A...633A..99C|B              |Gaia DR3 4146612665974635648       |*  |18 18 31.4467207704 -13 45 04.896596725|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4665|    247.16|    80|2020A&A...640A...1C|B              |Gaia DR3 4146612665974635648       |*  |18 18 31.4467207704 -13 45 04.896596725|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4666|    585.05|    90|2020A&A...633A..99C|B              |Gaia DR3 4146615178526991488       |*  |18 18 08.4594651186 -13 43 32.484617787|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4667|    585.05|    90|2020A&A...640A...1C|B              |Gaia DR3 4146615178526991488       |*  |18 18 08.4594651186 -13 43 32.484617787|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4668|    238.06|    50|2020A&A...633A..99C|B              |Gaia DR3 4146612975206060672       |*  |18 18 51.1966787708 -13 43 50.212606363|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   1|   0
4669|    369.01|    80|2020A&A...633A..99C|B              |Gaia DR3 4146611085426622592       |*  |18 18 19.9954222565 -13 46 44.251275623|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4670|    369.01|    80|2020A&A...640A...1C|B              |Gaia DR3 4146611085426622592       |*  |18 18 19.9954222565 -13 46 44.251275623|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
4671|    227.98|    70|2020A&A...633A..99C|B              |Gaia DR3 4146599265675697536       |*  |18 18 55.7283847687 -13 50 18.820169086|     ~   |     ~   |     ~   |     ~   |     ~   |~                |   2|   0
